"Absolute_Pressure","Aspect_Ratio","Courant_Number","Density","Dynamic_Viscosity","Mesh_Expansion_Factor","Orthogonality_Angle","P_Mass.Residual","Points:0","Points:1","Points:2","Pressure","Pressure.Gradient:0","Pressure.Gradient:1","Pressure.Gradient:2","Real_Partition_Number","Shear_Strain_Rate","Specific_Volume","Total_Pressure","U_Mom.Residual","V_Mom.Residual","Velocity:0","Velocity:1","Velocity:2","Velocity_u.Beta","Velocity_u.Gradient:0","Velocity_u.Gradient:1","Velocity_u.Gradient:2","Velocity_v.Beta","Velocity_v.Gradient:0","Velocity_v.Gradient:1","Velocity_v.Gradient:2","Velocity_w.Beta","Velocity_w.Gradient:0","Velocity_w.Gradient:1","Velocity_w.Gradient:2","Volume_Porosity","Volume_of_Finite_Volumes","W_Mom.Residual","Wall_Shear:0","Wall_Shear:1","Wall_Shear:2"
2.6745,6.3736,0.28199,1,0.0021569,1.0013,1.5706,-9.9814e-10,3.4039,-3.5091e-16,0,2.6745,-0.35694,0.00031518,-2.4395e-19,6,35.971,1,2.6745,5.6324e-09,-5.4411e-09,0,0,0,0.031863,0.00043317,35.972,0,0.99983,0.000108,-0.0002998,5.3866e-19,0.75504,-1.3976e-20,0,-8.6962e-12,1,1.8849e-06,-3.958e-23,0.080005,4.357e-07,6.8788e-22
2.6637,6.357,0.28279,1,0.0021569,1.0013,1.5706,-1.0282e-09,3.4339,-3.4968e-16,0,2.6637,-0.3591,0.0004489,-1.3553e-19,6,35.96,1,2.6637,5.4946e-09,-5.2003e-09,0,0,0,0.032108,-0.00044484,35.961,0,0.99982,0.00011755,0.00071253,4.502e-19,0.75447,-3.044e-21,0,-8.7184e-12,1,1.8898e-06,-1.8134e-22,0.080002,4.3568e-07,5.5488e-22
2.6529,6.3406,0.28355,1,0.0021569,1.0013,1.5706,-1.0645e-09,3.4639,-3.4846e-16,0,2.6529,-0.36102,0.0005859,-1.8974e-19,6,35.946,1,2.6529,5.3016e-09,-5.0165e-09,0,0,0,0.032338,-0.0013713,35.946,-6.9389e-18,0.99947,0.00011743,0.0017659,4.3665e-19,0.75393,1.6094e-20,0,-8.7396e-12,1,1.8946e-06,-3.4425e-22,0.079989,4.3561e-07,6.6932e-22
2.6421,6.3242,0.28427,1,0.0021569,1.0013,1.5706,-1.1398e-09,3.4938,-3.4723e-16,0,2.6421,-0.36268,0.00072062,-8.1315e-20,6,35.927,1,2.6421,4.9762e-09,-4.8657e-09,0,0,0,0.032551,-0.0022725,35.928,0,0.99904,0.00010634,0.0027828,4.502e-19,0.75342,-2.1917e-20,0,-8.7599e-12,1,1.8995e-06,-3.7357e-22,0.079968,4.355e-07,5.9293e-22
2.6312,6.3079,0.28495,1,0.0021569,1.0013,1.5706,-1.135e-09,3.5238,-3.4601e-16,0,2.6312,-0.36411,0.0008495,0,6,35.906,1,2.6312,4.8066e-09,-4.7483e-09,0,0,0,0.03275,-0.0031017,35.907,-6.9389e-18,0.99795,9.0277e-05,0.0036966,3.3373e-19,0.75292,-1.08e-20,0,-8.7791e-12,1,1.9044e-06,-4.585e-22,0.079938,4.3533e-07,2.815e-22
2.6203,6.2917,0.2856,1,0.0021569,1.0013,1.5706,-1.1264e-09,3.5538,-3.4479e-16,0,2.6203,-0.36533,0.00096992,-8.1315e-20,6,35.882,1,2.6203,4.6178e-09,-4.6643e-09,0,0,0,0.032935,-0.0038585,35.882,0,0.99663,8.0609e-05,0.0045164,3.007e-19,0.75244,8.8938e-21,0,-8.7974e-12,1,1.9093e-06,-5.2477e-22,0.0799,4.3513e-07,2.5072e-22
2.6093,6.2756,0.28623,1,0.0021569,1.0013,1.5706,-1.1534e-09,3.5838,-3.4356e-16,0,2.6093,-0.36635,0.0010818,0,6,35.854,1,2.6093,4.3532e-09,-4.5469e-09,0,0,0,0.033109,-0.0045898,35.855,-6.9389e-18,0.99504,8.5505e-05,0.0053035,3.0747e-19,0.75198,-2.5199e-20,0,-8.8149e-12,1,1.9142e-06,-4.6875e-22,0.079854,4.3488e-07,1.0239e-22
2.5983,6.2596,0.28682,1,0.0021569,1.0013,1.5706,-1.1449e-09,3.6137,-3.4234e-16,0,2.5983,-0.36716,0.0011892,8.1315e-20,6,35.824,1,2.5983,4.2086e-09,-4.4449e-09,0,0,0,0.033269,-0.0053583,35.825,0,0.99286,0.00010404,0.0061554,1.9736e-19,0.75155,-8.0468e-21,0,-8.8316e-12,1,1.9191e-06,-5.6579e-22,0.079801,4.3459e-07,-1.7337e-22
2.5873,6.2437,0.28737,1,0.0021569,1.0013,1.5706,-1.1394e-09,3.6437,-3.4112e-16,0,2.5873,-0.3677,0.0012922,-2.7105e-20,6,35.791,1,2.5873,3.9884e-09,-4.4079e-09,0,0,0,0.033409,-0.0061877,35.792,0,0.9898,0.00012191,0.0071068,1.8635e-19,0.75113,1.44e-20,-1.7347e-18,-8.8475e-12,1,1.924e-06,-6.4015e-22,0.07974,4.3426e-07,-9.8343e-23
2.5763,6.2278,0.28787,1,0.0021569,1.0013,1.5706,-1.127e-09,3.6737,-3.3989e-16,0,2.5763,-0.36791,0.0013869,2.7105e-20,6,35.756,1,2.5763,3.7012e-09,-4.3729e-09,0,0,0,0.033525,-0.0070191,35.756,0,0.98592,0.00011601,0.0080839,2.287e-19,0.75074,-1.7364e-20,0,-8.8625e-12,1,1.9289e-06,-5.4184e-22,0.079671,4.3388e-07,-1.2903e-22
2.5652,6.212,0.28833,1,0.0021569,1.0013,1.5706,-1.0355e-09,3.7037,-3.3867e-16,0,2.5652,-0.36782,0.0014725,5.421e-20,6,35.717,1,2.5652,3.5648e-09,-4.3727e-09,0,0,0,0.033619,-0.0077417,35.718,0,0.98229,8.3048e-05,0.0089079,1.7618e-19,0.75037,-1.2705e-21,0,-8.8766e-12,1,1.9338e-06,-5.3669e-22,0.079594,4.3346e-07,-3.2208e-22
2.5542,6.1963,0.28875,1,0.0021569,1.0013,1.5706,-9.3776e-10,3.7336,-3.3745e-16,0,2.5542,-0.36752,0.001547,-5.421e-20,6,35.677,1,2.5542,3.3903e-09,-4.4293e-09,0,0,0,0.033698,-0.0082631,35.677,0,0.97972,3.7491e-05,0.0094767,2.1006e-19,0.75002,1.567e-20,0,-8.8898e-12,1,1.9387e-06,-4.8409e-22,0.079511,4.3301e-07,-2.5548e-22
2.5432,6.1807,0.28918,1,0.0021569,1.0013,1.5706,-8.7833e-10,3.7636,-3.3622e-16,0,2.5432,-0.36717,0.0016121,-5.421e-20,6,35.635,1,2.5432,3.167e-09,-4.4474e-09,0,0,0,0.033775,-0.0085546,35.635,-6.9389e-18,0.9788,-2.6849e-06,0.0097559,2.6597e-19,0.74969,-1.8635e-20,0,-8.9024e-12,1,1.9436e-06,-2.602e-22,0.079425,4.3254e-07,-3.6025e-22
2.5322,6.1651,0.28962,1,0.0021569,1.0013,1.5706,-8.4572e-10,3.7936,-3.35e-16,0,2.5322,-0.36689,0.0016653,0,6,35.592,1,2.5322,3.0502e-09,-4.4298e-09,0,0,0,0.03386,-0.0086569,35.592,-6.9389e-18,0.97898,-2.4533e-05,0.0098267,1.8296e-19,0.74937,1.6941e-21,0,-8.9148e-12,1,1.9485e-06,-2.7285e-22,0.079336,4.3206e-07,-5.7275e-22
2.5212,6.1496,0.29007,1,0.0021569,1.0013,1.5706,-8.1895e-10,3.8236,-3.3378e-16,0,2.5212,-0.36676,0.0016972,-8.1315e-20,6,35.548,1,2.5212,2.7806e-09,-4.4452e-09,0,0,0,0.033959,-0.0086577,35.548,0,0.97969,-2.3666e-05,0.0097867,1.6602e-19,0.74906,2.1599e-20,-1.7347e-18,-8.927e-12,1,1.9534e-06,-3.8825e-22,0.079248,4.3158e-07,-4.1788e-22
2.5102,6.1342,0.29053,1,0.0021569,1.0013,1.5706,-7.8402e-10,3.8535,-3.3255e-16,0,2.5102,-0.36676,0.0017061,-5.421e-20,6,35.504,1,2.5102,2.4875e-09,-4.4784e-09,0,0,0,0.034068,-0.0086448,35.504,0,0.97994,-1.1316e-05,0.0097644,1.9143e-19,0.74874,-1.3976e-20,0,-8.9392e-12,1,1.9583e-06,-2.4177e-22,0.07916,4.311e-07,-3.9223e-22
2.4992,6.1189,0.29099,1,0.0021569,1.0012,1.5706,-5.2893e-10,3.8835,-3.3133e-16,0,2.4992,-0.36683,0.0017088,-5.421e-20,6,35.461,1,2.4992,2.2007e-09,-4.3292e-09,0,0,0,0.034185,-0.0086859,35.461,-6.9389e-18,0.97975,3.074e-06,0.0098008,1.3214e-19,0.74843,4.6587e-21,0,-8.9515e-12,1,1.9631e-06,-1.8852e-22,0.079072,4.3062e-07,-4.8312e-22
2.4882,6.1037,0.29144,1,0.0021569,1.0012,1.5706,-1.9845e-10,3.9135,-3.301e-16,0,2.4882,-0.36689,0.0017292,-1.6263e-19,6,35.416,1,2.4882,1.9638e-09,-3.7597e-09,0,0,0,0.034301,-0.0088729,35.417,0,0.97881,4.2434e-05,0.01,1.6602e-19,0.74813,2.5835e-20,-1.7347e-18,-8.9636e-12,1,1.968e-06,-2.2271e-22,0.078983,4.3013e-07,-1.9854e-22
2.4772,6.0885,0.29187,1,0.0021569,1.0012,1.5706,-1.2877e-10,3.9435,-3.2888e-16,0,2.4772,-0.36682,0.001753,-1.0842e-19,6,35.371,1,2.4772,2.3945e-09,-3.0903e-09,0,0,0,0.034406,-0.0092396,35.372,0,0.97587,7.9148e-05,0.010472,2.4056e-19,0.74782,-1.0588e-20,0,-8.9756e-12,1,1.9729e-06,-5.4927e-23,0.078892,4.2964e-07,-4.8711e-23
2.4662,6.0734,0.29226,1,0.0021569,1.0012,1.5706,-6.7064e-11,3.9734,-3.2766e-16,0,2.4662,-0.36653,0.0017809,-8.1315e-20,6,35.325,1,2.4662,3.0278e-09,-2.7997e-09,0,0,0,0.034492,-0.0096443,35.326,0,0.97222,5.5483e-05,0.010992,1.7957e-19,0.74752,5.0822e-21,0,-8.9871e-12,1,1.9778e-06,-7.1637e-23,0.078797,4.2912e-07,-6.7135e-23
2.4552,6.0584,0.29263,1,0.0021569,1.0012,1.5706,-1.6812e-10,4.0034,-3.2643e-16,0,2.4552,-0.36603,0.001824,-1.0842e-19,6,35.279,1,2.4552,2.9233e-09,-2.9651e-09,0,0,0,0.03456,-0.0099393,35.279,0,0.97055,1.3632e-05,0.011277,1.6941e-19,0.74724,2.6258e-20,0,-8.9981e-12,1,1.9827e-06,-3.1549e-22,0.078699,4.2858e-07,2.4266e-22
2.4443,6.0435,0.29301,1,0.0021569,1.0012,1.5706,-5.0234e-10,4.0334,-3.2521e-16,0,2.4443,-0.36535,0.0018562,-2.7105e-20,6,35.231,1,2.4443,2.5388e-09,-3.2898e-09,0,0,0,0.034616,-0.010186,35.231,-6.9389e-18,0.96969,3.0035e-05,0.011468,1.9821e-19,0.74696,-8.4703e-21,0,-9.0088e-12,1,1.9876e-06,-3.3355e-22,0.078598,4.2804e-07,4.0353e-22
2.4333,6.0286,0.29336,1,0.0021569,1.0012,1.5706,-7.8856e-10,4.0634,-3.2399e-16,0,2.4333,-0.36448,0.0018573,5.421e-20,6,35.183,1,2.4333,2.5301e-09,-3.5021e-09,0,0,0,0.034655,-0.010548,35.183,0,0.96671,8.8685e-05,0.011873,1.3214e-19,0.74669,6.7763e-21,0,-9.0192e-12,1,1.9925e-06,-4.6875e-22,0.078494,4.2747e-07,3.7479e-22
2.4224,6.0138,0.29365,1,0.0021569,1.0012,1.5706,-9.737e-10,4.0933,-3.2276e-16,0,2.4224,-0.36331,0.0018469,2.7105e-20,6,35.134,1,2.4224,2.4904e-09,-3.6645e-09,0,0,0,0.034666,-0.011024,35.134,0,0.96108,0.00010178,0.012504,1.4061e-19,0.74642,2.0329e-20,0,-9.0292e-12,1,1.9974e-06,-7.1263e-22,0.078386,4.2688e-07,6.0887e-22
2.4116,5.9991,0.29391,1,0.0021569,1.0012,1.5706,-1.0921e-09,4.1233,-3.2154e-16,0,2.4116,-0.36184,0.0018639,1.0842e-19,6,35.084,1,2.4116,2.2312e-09,-3.809e-09,0,0,0,0.034652,-0.011399,35.084,0,0.95672,3.4898e-05,0.01298,1.8635e-19,0.74617,-1.6941e-20,0,-9.0387e-12,1,2.0023e-06,-6.7419e-22,0.078275,4.2628e-07,6.596e-22
2.4007,5.9844,0.29417,1,0.0021569,1.0012,1.5706,-1.2261e-09,4.1533,-3.2032e-16,0,2.4007,-0.36024,0.0019111,1.6263e-19,6,35.034,1,2.4007,2.0375e-09,-3.8597e-09,0,0,0,0.034628,-0.011499,35.034,0,0.95677,-3.9521e-05,0.013034,1.423e-19,0.74593,2.5411e-21,0,-9.0476e-12,1,2.0072e-06,-7.3044e-22,0.078161,4.2566e-07,5.5157e-22
2.39,5.9699,0.29445,1,0.0021569,1.0012,1.5706,-1.4528e-09,4.1833,-3.1909e-16,0,2.39,-0.35869,0.001934,1.0842e-19,6,34.984,1,2.39,1.8053e-09,-3.8354e-09,0,0,0,0.034611,-0.011361,34.983,0,0.95921,-5.595e-05,0.012793,1.7618e-19,0.7457,2.5411e-20,0,-9.0564e-12,1,2.0121e-06,-9.2624e-22,0.078047,4.2504e-07,7.5786e-22
2.3792,5.9553,0.29475,1,0.0021569,1.0012,1.5706,-1.7179e-09,4.2132,-3.1787e-16,0,2.3792,-0.35731,0.0018996,2.1684e-19,6,34.934,1,2.3792,1.5259e-09,-3.7026e-09,0,0,0,0.034606,-0.011087,34.934,0,0.96106,-4.9852e-05,0.01248,2.6597e-19,0.74546,-1.7788e-20,0,-9.0654e-12,1,2.017e-06,-9.1559e-22,0.077936,4.2443e-07,7.4758e-22
2.3685,5.9409,0.29506,1,0.0021569,1.0012,1.5706,-2.0244e-09,4.2432,-3.1664e-16,0,2.3685,-0.35609,0.0018397,3.5237e-19,6,34.885,1,2.3685,1.3254e-09,-3.4259e-09,0,0,0,0.034616,-0.010677,34.885,0,0.96341,-7.4233e-05,0.012047,2.1853e-19,0.74522,-2.9646e-20,0,-9.0747e-12,1,2.0219e-06,-1.0705e-21,0.077829,4.2385e-07,2.5713e-22
2.3579,5.9265,0.2954,1,0.0021569,1.0012,1.5706,-2.3632e-09,4.2732,-3.1542e-16,0,2.3579,-0.3551,0.0017842,4.6079e-19,6,34.839,1,2.3579,1.0465e-09,-3.1221e-09,0,0,0,0.034643,-0.010089,34.838,0,0.96759,-0.00011494,0.011382,1.2536e-19,0.74497,-1.3553e-20,0,-9.0844e-12,1,2.0268e-06,-1.4311e-21,0.077727,4.2329e-07,-2.2119e-22
2.3473,5.9122,0.29579,1,0.0021569,1.0012,1.5706,-2.5605e-09,4.3032,-3.142e-16,0,2.3473,-0.35439,0.0017174,5.421e-19,6,34.794,1,2.3473,7.0636e-10,-2.9407e-09,0,0,0,0.034695,-0.0093487,34.793,0,0.97309,-0.00013277,0.01051,2.7105e-20,0.74471,-1.7364e-20,0,-9.0948e-12,1,2.0316e-06,-1.6917e-21,0.077631,4.2277e-07,-5.9583e-22
2.3366,5.898,0.29623,1,0.0021569,1.0012,1.5706,-2.5545e-09,4.3331,-3.1297e-16,0,2.3366,-0.35399,0.001625,5.6921e-19,6,34.752,1,2.3366,3.5208e-10,-2.8818e-09,0,0,0,0.03477,-0.0085621,34.751,0,0.9782,-0.00011908,0.0095994,-4.9128e-20,0.74444,-3.0493e-20,-1.7347e-18,-9.1059e-12,1,2.0365e-06,-1.7482e-21,0.077543,4.2229e-07,-1.0576e-21
2.326,5.8838,0.29671,1,0.0021569,1.0012,1.5706,-2.3631e-09,4.3631,-3.1175e-16,0,2.326,-0.35384,0.0015169,5.15e-19,6,34.712,1,2.326,9.6798e-11,-2.8632e-09,0,0,0,0.034864,-0.0078484,34.712,0,0.98216,-8.9224e-05,0.0087914,-1.423e-19,0.74415,-3.3034e-20,0,-9.1179e-12,1,2.0414e-06,-1.5946e-21,0.077462,4.2185e-07,-1.5921e-21
2.3154,5.8697,0.2972,1,0.0021569,1.0012,1.5706,-2.1196e-09,4.3931,-3.1053e-16,0,2.3154,-0.35382,0.0014172,4.6079e-19,6,34.675,1,2.3154,-1.4742e-10,-2.8293e-09,0,0,0,0.034968,-0.0073084,34.675,0,0.98475,-4.9418e-05,0.008193,-2.2192e-19,0.74384,-2.6682e-20,-1.7347e-18,-9.1307e-12,1,2.0463e-06,-1.4067e-21,0.077388,4.2144e-07,-2.0626e-21
2.3048,5.8557,0.29771,1,0.0021569,1.0012,1.5706,-1.8757e-09,4.4231,-3.093e-16,0,2.3048,-0.35379,0.0013358,4.0658e-19,6,34.64,1,2.3048,-3.2081e-10,-2.7455e-09,0,0,0,0.03507,-0.0070237,34.64,0,0.98585,9.214e-07,0.0078877,-2.9646e-19,0.74351,-1.6094e-20,-1.7347e-18,-9.144e-12,1,2.0512e-06,-1.1876e-21,0.077317,4.2106e-07,-2.3849e-21
2.2942,5.8418,0.29819,1,0.0021569,1.0012,1.5706,-1.6814e-09,4.453,-3.0808e-16,0,2.2942,-0.35363,0.0012777,3.5237e-19,6,34.606,1,2.2942,-4.9024e-10,-2.6361e-09,0,0,0,0.035158,-0.0070319,34.606,0,0.98518,5.0526e-05,0.0079325,-3.3543e-19,0.74317,-6.3527e-21,0,-9.1576e-12,1,2.0561e-06,-1.0474e-21,0.077247,4.2068e-07,-2.5372e-21
2.2836,5.8279,0.29865,1,0.0021569,1.0012,1.5706,-1.5038e-09,4.483,-3.0686e-16,0,2.2836,-0.35321,0.0012503,3.2526e-19,6,34.571,1,2.2836,-6.4945e-10,-2.5188e-09,0,0,0,0.035222,-0.007298,34.572,0,0.98273,8.1888e-05,0.0082745,-3.5237e-19,0.74282,0,0,-9.1712e-12,1,2.061e-06,-8.9398e-22,0.077177,4.203e-07,-2.5549e-21
2.273,5.814,0.29907,1,0.0021569,1.0012,1.5706,-1.3545e-09,4.513,-3.0563e-16,0,2.273,-0.35247,0.001258,2.7105e-19,6,34.537,1,2.273,-8.2234e-10,-2.4411e-09,0,0,0,0.035256,-0.0077226,34.537,0,0.97938,9.0004e-05,0.0087924,-3.3204e-19,0.74248,5.9292e-21,-1.7347e-18,-9.1843e-12,1,2.0659e-06,-7.8185e-22,0.077103,4.1989e-07,-2.4745e-21
2.2625,5.8003,0.29944,1,0.0021569,1.0012,1.5706,-1.1816e-09,4.543,-3.0441e-16,0,2.2625,-0.35145,0.0012861,2.1684e-19,6,34.501,1,2.2625,-1.0096e-09,-2.4128e-09,0,0,0,0.035265,-0.0081529,34.501,0,0.97598,6.9617e-05,0.0093154,-2.846e-19,0.74215,8.8938e-21,-1.7347e-18,-9.197e-12,1,2.0708e-06,-6.1555e-22,0.077025,4.1947e-07,-2.3337e-21
2.252,5.7866,0.29979,1,0.0021569,1.0012,1.5706,-9.9629e-10,4.5729,-3.0318e-16,0,2.252,-0.35025,0.001311,1.3553e-19,6,34.465,1,2.252,-1.2134e-09,-2.4664e-09,0,0,0,0.035257,-0.0083557,34.465,-6.9389e-18,0.97393,-3.8236e-06,0.0095837,-2.1006e-19,0.74184,7.1998e-21,-1.7347e-18,-9.2091e-12,1,2.0757e-06,-4.3849e-22,0.076944,4.1903e-07,-2.1932e-21
2.2415,5.7729,0.30016,1,0.0021569,1.0012,1.5706,-7.7191e-10,4.6029,-3.0196e-16,0,2.2415,-0.34912,0.0013235,8.1315e-20,6,34.429,1,2.2415,-1.4496e-09,-2.5582e-09,0,0,0,0.035254,-0.0080723,34.428,-6.9389e-18,0.97584,-0.00012614,0.0092411,-1.3383e-19,0.74153,1.6941e-21,0,-9.221e-12,1,2.0806e-06,-1.7255e-22,0.076864,4.1859e-07,-2.1137e-21
2.231,5.7594,0.30059,1,0.0021569,1.0012,1.5706,-5.6065e-10,4.6329,-3.0074e-16,0,2.231,-0.34834,0.0013101,-2.7105e-20,6,34.394,1,2.231,-1.6749e-09,-2.6094e-09,0,0,0,0.035285,-0.0072076,34.393,0,0.98216,-0.00022874,0.0081643,-7.2845e-20,0.74123,-8.4703e-22,0,-9.2331e-12,1,2.0855e-06,7.9854e-23,0.076789,4.1819e-07,-2.0975e-21
2.2206,5.7459,0.30112,1,0.0021569,1.0012,1.5706,-4.4413e-10,4.6628,-2.9951e-16,0,2.2206,-0.34815,0.0012326,-8.1315e-20,6,34.362,1,2.2206,-1.8457e-09,-2.4857e-09,0,0,0,0.035368,-0.0059356,34.361,0,0.98963,-0.0002487,0.0066163,-2.8799e-20,0.74092,8.0468e-21,0,-9.2462e-12,1,2.0904e-06,2.9329e-22,0.076725,4.1784e-07,-2.0341e-21
2.2102,5.7324,0.30174,1,0.0021569,1.0012,1.5706,-4.9995e-10,4.6928,-2.9829e-16,0,2.2102,-0.34856,0.0010776,-8.1315e-20,6,34.334,1,2.2102,-1.9359e-09,-2.1549e-09,0,0,0,0.035504,-0.0045605,34.334,0,0.9949,-0.00020336,0.0050368,1.3553e-20,0.74058,2.6682e-20,-1.7347e-18,-9.2608e-12,1,2.0953e-06,2.6046e-22,0.076674,4.1756e-07,-1.7763e-21
2.1997,5.7191,0.30241,1,0.0021569,1.0012,1.5706,-6.6658e-10,4.7228,-2.9707e-16,0,2.1997,-0.34943,0.00088929,-8.1315e-20,6,34.311,1,2.1997,-2.0739e-09,-1.7515e-09,0,0,0,0.035678,-0.0033225,34.31,-6.9389e-18,0.99781,-0.00014045,0.0036794,7.8774e-20,0.7402,3.2187e-20,-1.7347e-18,-9.277e-12,1,2.1002e-06,2.1441e-23,0.076634,4.1734e-07,-1.3548e-21
2.1892,5.7057,0.30311,1,0.0021569,1.0012,1.5706,-8.0183e-10,4.7528,-2.9584e-16,0,2.1892,-0.35056,0.0007124,-2.7105e-20,6,34.291,1,2.1892,-2.2573e-09,-1.4016e-09,0,0,0,0.035873,-0.0023105,34.29,0,0.9988,-9.0316e-05,0.0026344,1.5458e-19,0.73979,2.1176e-20,0,-9.2946e-12,1,2.105e-06,-2.1012e-22,0.076605,4.1719e-07,-9.9366e-22
2.1787,5.6925,0.30383,1,0.0021569,1.0012,1.5706,-8.5094e-10,4.7827,-2.9462e-16,0,2.1787,-0.35183,0.00055296,0,6,34.275,1,2.1787,-2.4317e-09,-1.1175e-09,0,0,0,0.036076,-0.0014205,34.274,0,0.99933,-8.9081e-05,0.0017559,2.3442e-19,0.73935,9.5291e-21,0,-9.3132e-12,1,2.1099e-06,-3.132e-22,0.076585,4.1708e-07,-8.1794e-22
2.1681,5.6793,0.30456,1,0.0021569,1.0012,1.5706,-8.515e-10,4.8127,-2.934e-16,0,2.1681,-0.35326,0.00041568,0,6,34.262,1,2.1681,-2.5534e-09,-8.6348e-10,0,0,0,0.03629,-0.0003771,34.261,0,0.99979,-0.00015709,0.0006952,3.1256e-19,0.73889,-1.0588e-22,0,-9.3328e-12,1,2.1148e-06,-3.403e-22,0.076574,4.1701e-07,-8.2705e-22
2.1575,5.6662,0.30535,1,0.0021569,1.0012,1.5706,-8.852e-10,4.8427,-2.9217e-16,0,2.1575,-0.35504,0.00027376,5.421e-20,6,34.253,1,2.1575,-2.6369e-09,-6.0597e-10,0,0,0,0.036532,0.0011957,34.252,0,0.99942,-0.00029438,-0.00099682,3.8942e-19,0.73838,-7.7556e-21,0,-9.3534e-12,1,2.1197e-06,-3.2588e-22,0.076575,4.1702e-07,-1.034e-21
2.1469,5.6531,0.30626,1,0.0021569,1.0012,1.5706,-9.0131e-10,4.8727,-2.9095e-16,0,2.1469,-0.35756,6.4745e-05,1.6263e-19,6,34.25,1,2.1469,-2.2896e-09,-7.1105e-10,0,0,0,0.036837,0.0038071,34.249,0,0.99192,-0.00056315,-0.0038959,4.5655e-19,0.73781,-2.7529e-21,0,-9.3757e-12,1,2.1246e-06,-4.7285e-22,0.076595,4.1713e-07,-1.3559e-21
2.1361,5.6401,0.30742,1,0.0021569,1.0011,1.5706,-8.8568e-10,4.9026,-2.8973e-16,0,2.1361,-0.36135,-0.00023416,-5.421e-20,5,34.258,1,2.1361,-3.4834e-09,-7.3015e-10,0,0,0,0.037259,0.0078587,34.255,0,0.9633,-0.00090212,-0.0087671,6.0817e-19,0.73717,7.1998e-21,0,-9.4006e-12,1,2.1295e-06,-9.6943e-23,0.076646,4.174e-07,-1.4696e-21
2.1252,5.6271,0.30902,1,0.0021569,1.0011,1.5706,-6.5111e-10,4.9326,-2.885e-16,0,2.1252,-0.36687,-0.00066964,-1.6263e-19,5,34.279,1,2.1252,-2.9605e-09,-8.1412e-10,0,0,0,0.037847,0.013063,34.276,0,0.89981,-0.0011844,-0.01525,7.0473e-19,0.73643,1.2705e-20,0,-9.4298e-12,1,2.1344e-06,6.9094e-23,0.076739,4.1791e-07,-1.199e-21
2.1141,5.6142,0.31122,1,0.0021569,1.0011,1.5706,-9.6503e-10,4.9626,-2.8728e-16,0,2.1141,-0.37379,-0.00087331,-1.8974e-19,5,34.313,1,2.1141,-2.9604e-09,-1.1111e-09,0,0,0,0.038597,0.016069,34.312,-6.9389e-18,0.80973,-0.00029746,-0.020419,7.42e-19,0.73556,9.3174e-21,0,-9.4643e-12,1,2.1393e-06,-6.1763e-23,0.076868,4.1862e-07,-8.4231e-22
2.1028,5.6014,0.31322,1,0.0021569,1.0018,1.5706,-1.2858e-09,4.9926,-2.8605e-16,0,2.1028,-0.37942,-0.00067568,-1.0842e-19,5,34.346,1,2.1028,-3.5216e-09,-1.653e-09,0,0,0,0.039225,0.010279,34.351,0,0.87252,0.0023624,-0.014316,7.4878e-19,0.73471,8.4703e-21,0,-9.5035e-12,1,2.1449e-06,-2.6717e-22,0.076983,4.1924e-07,-6.1205e-22
2.0913,5.5886,0.3129,1,0.0021569,1.0073,1.5706,-1.4889e-09,5.0226,-2.8483e-16,0,2.0913,-0.37784,-1.6928e-05,-5.421e-20,5,34.354,1,2.0913,-5.0531e-09,-2.1828e-09,0,0,0,0.039119,-0.0066513,34.364,0,0.96459,0.0039318,0.0066192,7.6572e-19,0.73418,6.988e-21,-1.7347e-18,-9.5375e-12,1,2.1573e-06,-4.9926e-22,0.076991,4.1928e-07,-4.3625e-22
2.08,5.5759,0.28588,1,0.0021569,1.1792,1.5706,-2.7546e-09,5.0527,-2.836e-16,0,2.08,-0.36318,0.0018424,-5.421e-20,5,34.313,1,2.08,-5.7238e-09,-2.5929e-09,0,0,0,0.037728,-0.027538,34.325,0,0.70356,0.002942,0.029923,8.1315e-19,0.73346,-1.3553e-20,0,-9.5497e-12,1,2.3619e-06,-4.1532e-22,0.076809,4.183e-07,-4.3431e-22
2.0675,5.8912,0.23989,1,0.0021569,1.1979,1.5706,-2.5686e-09,5.0883,-2.8215e-16,0,2.0675,-0.33691,0.0029197,-1.3553e-19,5,34.22,1,2.0675,-5.9172e-09,-2.7554e-09,0,0,0,0.035316,-0.038526,34.227,0,0.50362,0.0010128,0.043677,8.3348e-19,0.73329,-1.8635e-20,0,-9.5359e-12,1,2.8128e-06,-1.6649e-23,0.076425,4.162e-07,-6.8169e-22
2.0537,6.7988,0.2023,1,0.0021569,1.1601,1.5706,-2.1439e-09,5.1308,-2.8041e-16,0,2.0537,-0.30431,0.0024621,-1.6263e-19,5,34.096,1,2.0537,-6.4522e-09,-2.9565e-09,0,0,0,0.032333,-0.037598,34.094,0,0.50659,3.6098e-06,0.043913,7.996e-19,0.73358,8.4703e-21,0,-9.5061e-12,1,3.3167e-06,1.4906e-22,0.075913,4.1341e-07,-6.836e-22
2.0396,6.9012,0.18444,1,0.0021569,1.0208,1.5706,-1.0165e-09,5.18,-2.784e-16,0,2.0396,-0.27088,0.00068409,-1.0842e-19,5,33.977,1,2.0396,-7.6909e-09,-3.061e-09,0,0,0,0.029248,-0.031261,33.969,0,0.55228,-0.00049811,0.038756,7.9282e-19,0.73382,1.5247e-20,0,-9.4789e-12,1,3.6061e-06,-2.6414e-22,0.075392,4.1058e-07,-2.8999e-22
